2.26795 -1.73205 4.26795


9.07047 0 11.8025
9.73205 -1.73205 10.7321
10.8025 -1.07047 9
9.07047 0 11.8025


9.07047 0 11.8025
10.8025 -1.07047 9
10.8025 1.07047 9
9.07047 0 11.8025


9.07047 0 11.8025
10.8025 1.07047 9
9.73205 1.73205 10.7321
9.07047 0 11.8025


9.62778 -1.72596 10.7116
8.98285 -0.0375 11.7552
9.1042 0.0375 11.7088
9.74913 -1.65096 10.6653
9.62778 -1.72596 10.7116


9.71163 -1.62778 10.726
10.7552 -0.982849 9.0375
10.7088 -1.1042 8.9625
9.66528 -1.74913 10.651
9.71163 -1.62778 10.726


10.732 1.04352 8.925
10.732 -1.04352 8.925
10.732 -1.04352 9.075
10.732 1.04352 9.075
10.732 1.04352 8.925


9.66528 1.74913 10.651
10.7088 1.1042 8.9625
10.7552 0.982848 9.0375
9.71163 1.62778 10.726
9.66528 1.74913 10.651


9.74914 1.65096 10.6653
9.1042 -0.0375 11.7088
8.98285 0.0375 11.7552
9.62778 1.72596 10.7116
9.74914 1.65096 10.6653


8 2.80252 10.0705
6.26795 1.73205 10.7321
6.92953 0 11.8025
8 2.80252 10.0705


8 2.80252 10.0705
6.92953 0 11.8025
9.07047 0 11.8025
8 2.80252 10.0705


8 2.80252 10.0705
9.07047 0 11.8025
9.73205 1.73205 10.7321
8 2.80252 10.0705


6.27404 1.71163 10.6278
7.9625 2.75516 9.98285
8.0375 2.70881 10.1042
6.34904 1.66528 10.7491
6.27404 1.71163 10.6278


6.37222 1.72596 10.7116
7.01715 0.0375 11.7552
6.8958 -0.0375 11.7088
6.25086 1.65096 10.6653
6.37222 1.72596 10.7116


9.04352 -0.075 11.732
6.95648 -0.075 11.732
6.95648 0.075 11.732
9.04352 0.075 11.732
9.04352 -0.075 11.732


9.65096 1.66528 10.7491
7.9625 2.70881 10.1042
8.0375 2.75516 9.98285
9.72596 1.71163 10.6278
9.65096 1.66528 10.7491


10.8025 1.07047 9
9.73205 1.73205 7.26795
8 2.80252 7.92953
10.8025 1.07047 9


10.8025 1.07047 9
8 2.80252 7.92953
8 2.80252 10.0705
10.8025 1.07047 9


10.8025 1.07047 9
8 2.80252 10.0705
9.73205 1.73205 10.7321
10.8025 1.07047 9


9.71163 1.62778 7.27404
10.7552 0.982849 8.9625
10.7088 1.1042 9.0375
9.66528 1.74913 7.34904
9.71163 1.62778 7.27404


9.72596 1.71163 7.37222
8.0375 2.75516 8.01715
7.9625 2.70881 7.8958
9.65096 1.66528 7.25086
9.72596 1.71163 7.37222


7.925 2.73198 10.0435
7.925 2.73198 7.95648
8.075 2.73198 7.95648
8.075 2.73198 10.0435
7.925 2.73198 10.0435


10.8025 -1.07047 9
9.73205 -1.73205 7.26795
9.07047 0 6.19748
10.8025 -1.07047 9


10.8025 -1.07047 9
9.07047 0 6.19748
9.73205 1.73205 7.26795
10.8025 -1.07047 9


10.8025 -1.07047 9
9.73205 1.73205 7.26795
10.8025 1.07047 9
10.8025 -1.07047 9


9.66528 -1.74913 7.34904
10.7088 -1.1042 9.0375
10.7552 -0.982848 8.9625
9.71163 -1.62778 7.27404
9.66528 -1.74913 7.34904


9.74914 -1.65096 7.33472
9.1042 0.0375 6.29119
8.98285 -0.0375 6.24484
9.62778 -1.72596 7.28837
9.74914 -1.65096 7.33472


9.62778 1.72596 7.28837
8.98285 0.0375 6.24484
9.1042 -0.0375 6.29119
9.74913 1.65096 7.33472
9.62778 1.72596 7.28837


9.07047 0 6.19748
6.92953 0 6.19748
6.26795 1.73205 7.26795
9.07047 0 6.19748


9.07047 0 6.19748
6.26795 1.73205 7.26795
8 2.80252 7.92953
9.07047 0 6.19748


9.07047 0 6.19748
8 2.80252 7.92953
9.73205 1.73205 7.26795
9.07047 0 6.19748


9.04352 0.075 6.26802
6.95648 0.075 6.26802
6.95648 -0.075 6.26802
9.04352 -0.075 6.26802
9.04352 0.075 6.26802


6.25087 1.65096 7.33472
6.8958 -0.0375 6.29119
7.01715 0.0375 6.24484
6.37222 1.72596 7.28837
6.25087 1.65096 7.33472


6.34904 1.66528 7.25087
8.0375 2.70881 7.8958
7.9625 2.75516 8.01715
6.27404 1.71163 7.37222
6.34904 1.66528 7.25087


6.92953 0 11.8025
6.26795 -1.73205 10.7321
8 -2.80252 10.0705
6.92953 0 11.8025


6.92953 0 11.8025
8 -2.80252 10.0705
9.73205 -1.73205 10.7321
6.92953 0 11.8025


6.92953 0 11.8025
9.73205 -1.73205 10.7321
9.07047 0 11.8025
6.92953 0 11.8025


6.25087 -1.65096 10.6653
6.8958 0.0375 11.7088
7.01715 -0.0375 11.7552
6.37222 -1.72596 10.7116
6.25087 -1.65096 10.6653


6.34904 -1.66528 10.7491
8.0375 -2.70881 10.1042
7.9625 -2.75516 9.98285
6.27404 -1.71163 10.6278
6.34904 -1.66528 10.7491


9.72596 -1.71163 10.6278
8.0375 -2.75516 9.98285
7.9625 -2.70881 10.1042
9.65096 -1.66528 10.7491
9.72596 -1.71163 10.6278


8 -2.80252 10.0705
8 -2.80252 7.92953
9.73205 -1.73205 7.26795
8 -2.80252 10.0705


8 -2.80252 10.0705
9.73205 -1.73205 7.26795
10.8025 -1.07047 9
8 -2.80252 10.0705


8 -2.80252 10.0705
10.8025 -1.07047 9
9.73205 -1.73205 10.7321
8 -2.80252 10.0705


8.075 -2.73198 10.0435
8.075 -2.73198 7.95648
7.925 -2.73198 7.95648
7.925 -2.73198 10.0435
8.075 -2.73198 10.0435


9.65096 -1.66528 7.25087
7.9625 -2.70881 7.8958
8.0375 -2.75516 8.01715
9.72596 -1.71163 7.37222
9.65096 -1.66528 7.25087


9.73205 -1.73205 7.26795
8 -2.80252 7.92953
6.26795 -1.73205 7.26795
9.73205 -1.73205 7.26795


9.73205 -1.73205 7.26795
6.26795 -1.73205 7.26795
6.92953 0 6.19748
9.73205 -1.73205 7.26795


9.73205 -1.73205 7.26795
6.92953 0 6.19748
9.07047 0 6.19748
9.73205 -1.73205 7.26795


6.27404 -1.71163 7.37222
7.9625 -2.75516 8.01715
8.0375 -2.70881 7.8958
6.34904 -1.66528 7.25086
6.27404 -1.71163 7.37222


6.37222 -1.72596 7.28837
7.01715 -0.0375 6.24484
6.8958 0.0375 6.29119
6.25086 -1.65096 7.33472
6.37222 -1.72596 7.28837


5.19748 1.07047 9
5.19748 -1.07047 9
6.26795 -1.73205 10.7321
5.19748 1.07047 9


5.19748 1.07047 9
6.26795 -1.73205 10.7321
6.92953 0 11.8025
5.19748 1.07047 9


5.19748 1.07047 9
6.92953 0 11.8025
6.26795 1.73205 10.7321
5.19748 1.07047 9


5.26802 1.04352 9.075
5.26802 -1.04352 9.075
5.26802 -1.04352 8.925
5.26802 1.04352 8.925
5.26802 1.04352 9.075


6.33472 -1.74913 10.651
5.29119 -1.1042 8.9625
5.24484 -0.982848 9.0375
6.28837 -1.62778 10.726
6.33472 -1.74913 10.651


6.28837 1.62778 10.726
5.24484 0.982849 9.0375
5.29119 1.1042 8.9625
6.33472 1.74913 10.651
6.28837 1.62778 10.726


8 2.80252 7.92953
6.26795 1.73205 7.26795
5.19748 1.07047 9
8 2.80252 7.92953


8 2.80252 7.92953
5.19748 1.07047 9
6.26795 1.73205 10.7321
8 2.80252 7.92953


8 2.80252 7.92953
6.26795 1.73205 10.7321
8 2.80252 10.0705
8 2.80252 7.92953


6.33472 1.74913 7.34904
5.29119 1.1042 9.0375
5.24484 0.982848 8.9625
6.28837 1.62778 7.27404
6.33472 1.74913 7.34904


6.26795 -1.73205 7.26795
8 -2.80252 7.92953
8 -2.80252 10.0705
6.26795 -1.73205 7.26795


6.26795 -1.73205 7.26795
8 -2.80252 10.0705
6.26795 -1.73205 10.7321
6.26795 -1.73205 7.26795


6.26795 -1.73205 7.26795
6.26795 -1.73205 10.7321
5.19748 -1.07047 9
6.26795 -1.73205 7.26795


6.28837 -1.62778 7.27404
5.24484 -0.982849 8.9625
5.29119 -1.1042 9.0375
6.33472 -1.74913 7.34904
6.28837 -1.62778 7.27404


6.26795 1.73205 7.26795
6.92953 0 6.19748
6.26795 -1.73205 7.26795
6.26795 1.73205 7.26795


6.26795 1.73205 7.26795
6.26795 -1.73205 7.26795
5.19748 -1.07047 9
6.26795 1.73205 7.26795


6.26795 1.73205 7.26795
5.19748 -1.07047 9
5.19748 1.07047 9
6.26795 1.73205 7.26795


-15 -15 -1
-15 15 -1
15 15 -1
15 -15 -1
-15 -15 -1


